Account;OrderId;Sequence;Status;Currency;Value;Value STR;CreationDate;ApprovedDate;IsInStore;IsB2B;IsCallCenter;IsCertifiedMarketplace;IsCertifiedSeller;IsB2C;ExternalMarketplaceName;InternalMarketplaceAccount;MarketplaceOrderId;InternalCertifiedSellerAccount;SellerOrderId;Type
bathbodygt;1080403091466-01;515921;handling;GTQ;155.5;155,5;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080393412752-01;515665;handling;GTQ;872.25;872,25;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080390057716-01;515677;handling;GTQ;338;338;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080391421616-01;515775;handling;GTQ;222;222;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080390236872-01;515691;handling;GTQ;1144.7;1144,7;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080390300144-01;515697;handling;GTQ;582.2;582,2;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080390350544-01;515705;handling;GTQ;410.5;410,5;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080391072492-01;515763;handling;GTQ;522.5;522,5;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080402303242-01;515859;handling;GTQ;383;383;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080402967527-01;515911;handling;GTQ;328;328;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080403350278-01;515947;handling;GTQ;665.5;665,5;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080403371071-01;515953;handling;GTQ;219.25;219,25;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080390699676-01;515733;handling;GTQ;155.5;155,5;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080390627380-01;515723;handling;GTQ;185;185;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080393377175-01;515659;handling;GTQ;675.7;675,7;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1074451457704-01;506051;invoiced;GTQ;436;436;2020-11-06;2020-11-06;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1074570387070-01;506065;invoiced;GTQ;304;304;2020-11-06;2020-11-06;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1074430803471-01;506043;invoiced;GTQ;304;304;2020-11-06;2020-11-06;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1074560713060-01;506059;invoiced;GTQ;788;788;2020-11-06;2020-11-06;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080390681799-01;515729;handling;GTQ;283;283;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1074620223007-01;506099;invoiced;GTQ;304;304;2020-11-06;2020-11-06;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080372407328-01;514953;handling;GTQ;767;767;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1074662139992-01;506119;invoiced;GTQ;832;832;2020-11-07;2020-11-07;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1080402137066-01;515843;handling;GTQ;720.75;720,75;2020-11-30;2020-11-30;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1074692743393-01;506139;invoiced;GTQ;1070;1070;2020-11-07;2020-11-07;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1074430255207-01;506041;invoiced;GTQ;304;304;2020-11-06;2020-11-06;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1074103505447-01;505811;invoiced;GTQ;388;388;2020-11-04;2020-11-04;False;False;False;False;False;True;;;;;;B2C
bathbodygt;1074100302019-01;505813;invoiced;GTQ;224;224;2020-11-04;2020-11-04;False;False;False;False;False;True;;;;;;B2C
